Species_Name,X1.1_ActivityCycle,X5.1_AdultBodyMass_g,X8.1_AdultForearmLen_mm,X13.1_AdultHeadBodyLen_mm,X2.1_AgeatEyeOpening_d,X3.1_AgeatFirstBirth_d,X18.1_BasalMetRate_mLO2hr,X5.2_BasalMetRateMass_g,X6.1_DietBreadth,X7.1_DispersalAge_d,X9.1_GestationLen_d,X12.1_HabitatBreadth,X22.1_HomeRange_km2,X22.2_HomeRange_Indiv_km2,X14.1_InterbirthInterval_d,X15.1_LitterSize,X16.1_LittersPerYear,X17.1_MaxLongevity_m,X5.3_NeonateBodyMass_g,X13.2_NeonateHeadBodyLen_mm,X21.1_PopulationDensity_n.km2,X10.1_PopulationGrpSize,X23.1_SexualMaturityAge_d,X10.2_SocialGrpSize,X24.1_TeatNumber,X25.1_WeaningAge_d,X5.4_WeaningBodyMass_g,X13.3_WeaningHeadBodyLen_mm,X5.5_AdultBodyMass_g_EXT,X16.2_LittersPerYear_EXT,X5.6_NeonateBodyMass_g_EXT,X5.7_WeaningBodyMass_g_EXT,X26.1_GR_Area_km2,X26.2_GR_MaxLat_dd,X26.3_GR_MinLat_dd,X26.4_GR_MidRangeLat_dd,X26.5_GR_MaxLong_dd,X26.6_GR_MinLong_dd,X26.7_GR_MidRangeLong_dd,X27.1_HuPopDen_Min_n.km2,X27.2_HuPopDen_Mean_n.km2,X27.3_HuPopDen_5p_n.km2,X27.4_HuPopDen_Change,X28.1_Precip_Mean_mm,X28.2_Temp_Mean_01degC,X30.1_AET_Mean_mm,X30.2_PET_Mean_mm,USA_Endangered,Extinct,IUCN_LISTED
Micronycteris minuta,1.25,6.9,34,62.7862,14.175,380.5892,22.3297,11.3477,2,167.4057,114.4532,1,0.36867236,0.112812403,243.0742,0.99,1.0954,108.8509,1.8,16.26,2061.249,15164.738,318.9784,2.7471,7.07,60.6456,11.4465,73.1802,10.7679,2.0482,24586.2723,295371.6684,12260456.67,14.37,-29.39,-7.5,-34.79,-86.27,-60.53,0,24.91,0,0.11,154.41,237.7,1303.31,1539.04,0,0,0
Micronycteris sanborni,1.07,442.0737,87.4131,240.8775,13.4097,376.3324,224.4499,371.674,2.71,136.7964,82.587,1.15,0.16321687,0.05426128,192.7443,1.9774,1.8013,96.1183,19.0455,67.6765,387.1045,15187.5469,321.2821,1.166,6.7,60.5736,103.4056,201.0927,373.6997,1.5615,4533.967,215995.0912,621701.27,-7.75,-17.17,-12.46,-62.2,-69.28,-65.74,0,3.78,0,0.23,136.69,238.71,1342.91,1567.22,0,0,0
Micronycteris schmidtorum,1.09,7.73,35.49,63.5927,10.7272,413.004,26.6244,17.3165,2,190.2582,126.3857,1,0.12830458,0.11044213,275.2142,0.9908,1.105,142.9344,2.6705,24.5197,1344.6369,3395.451,341.9899,2.7599,6.59,72.0486,12.4519,72.6478,12.5584,1.997,24596.7181,295356.0256,6440621.09,15.94,-25.48,-4.76,-34.79,-89.36,-62.08,0,33.65,0,0.1,161.29,245.72,1359.49,1589.64,0,0,0
Microperoryctes longicauda,1.22,542.07,114.4013,267.33,26.338,457.4161,309.3101,605.613,2,229.0866,61.8305,1.28,0.05538788,0.04809886,296.0332,1.03,1.2145,96.7339,31.3755,82.7045,221.5765,336.2314,429.201,1.3845,6,110.2106,171.7791,226.3572,499.5813,1.3259,37.8561,284.983,211571.36,-0.8,-10.12,-5.46,149.73,133,141.36,1,10.04,2,0.13,267.77,198.11,1688.25,1719.33,0,0,0
Microperoryctes murina,1.6,322.1336,83.695,200,23.5948,418.1561,236.2591,509.1844,2.31,140.3959,41.8531,2,0.09000664,0.064883436,280.9907,2.8189,1.2583,52.3394,18.3417,65.0137,1314.4641,256.0845,350.2992,1.792,6,80.5262,100.9296,169.8339,229.57,1.4706,26.3037,138.4371,927.71,-1.29,-3.93,-2.61,135.89,133.84,134.87,5,5.33,5,0.23,199.5,141.47,1744.46,1936.83,0,0,0
Microperoryctes papuensis,1,158,93.0278,192.94,24.442,452.9383,191.805,272.5706,2.44,197.6036,70.6507,2,0.15659389,0.10213905,283.1716,1.01,1,98.1664,19.937,68.3239,781.2568,383.0952,447.1935,1,6,110.8305,97.0623,161.5621,216.9783,1.3659,35.7333,1239.8742,18150.86,-7.95,-10.09,-9.02,149.7,146.75,148.23,5,11.35,5,0.06,173.81,196.17,1750,1750,0,0,0
Micropotamogale lamottei,1,69.59,66.8191,160,16.3342,139.1025,100.0874,99.5001,2,116.9896,31.9868,3,0.031407395,0.016821201,49.8815,3.86,3.8184,51.786,5.1861,46.0511,1174.5618,74.438,92.9204,1.09,8,27.3594,31.0121,109.6692,85.416,3.3724,24595.0346,216477.6599,57563.41,8.4,5.66,7.03,-7.09,-9.45,-8.27,4,31.46,10,0.07,189.05,241.32,1304.52,1470.22,0,0,0
Micropotamogale ruwenzorii,1,109.13,64.9137,160,14.3888,222.1601,100.6739,99.2652,2,101.089,62.816,3,0.045459434,0.022568427,103.1048,1.86,2.2471,62.3559,5.9659,18.5,1217.5858,843.7134,182.4321,1.33,5.84,42.5312,38.9441,109.2234,67.6928,2.4941,0.6,143268.134,177049.48,2.19,-4.81,-1.3,30.74,28.09,29.41,3,106.86,3,0.15,112.06,202.63,1364.45,1557.32,0,0,0
Micropteropus intermedius,1.13,224.635,60.59,160.1377,10.4053,439.3321,139.0843,228.2615,1.41,134.2298,114.5731,1,0.413026866,0.426567424,276.9478,1.16,1.16,94.1352,22.3627,63.0076,1016.3142,368.0755,370.9641,1.084,4.91,68.0766,73.8193,133.8345,32.01,1.5823,4530.592,216070.1669,237569.09,-4.81,-7.68,-6.24,22.57,12.37,17.47,3,25.22,3,0.17,129.94,237.98,1222.25,1504.8,0,0,0
Micropteropus pusillus,1.21,25.38,51.98,76.38,7.5458,349.79,55.1641,33.0217,1,162.682,161.77,1,0.11949548,0.059732103,175.7949,0.99,2,108.986,11.1879,36.8518,1025.4988,1389.418,202.08,1.5,5.28,55.18,20,86.1284,15.1951,2.0782,4527.8963,300063.9764,7997702.34,13.97,-12.82,0.57,38.73,-16.82,10.95,0,40.52,1,0.12,124.59,245.19,1153.38,1557.21,0,0,0
Microryzomys altissimus,1.22,13.49,47.2494,78.0581,15.285,126.936,34.7918,18.8961,1.51,93.3938,30.597,1.79,0.0396192,0.02030368,35.3148,3.2673,3.4346,35.6173,1.824,28.5186,1332.3091,548.578,63.2481,1.01,6.73,25.5884,12.8246,70.3725,22.1925,3.693,5.2237,216143.0506,256430.24,5.83,-11.86,-3.01,-73.33,-79.54,-76.43,4,64.24,6,0.09,130.5,157.1,1176.49,1470.6,0,0,0
Microryzomys minutus,1.13,13.49,46.6263,76.2285,14.8931,121.5132,32.3092,19.4334,1.69,84.769,29.6242,2,0.04541661,0.02695935,36.5173,4.1132,3.2157,40.7839,1.7407,27.8178,1435.342,204.096,72.698,1.055,8.37,27.5046,10.1655,72.8979,37.7753,3.5642,5.2287,216036.922,640228.12,11.15,-17.83,-3.34,-63.15,-80.25,-71.7,0,56.82,2,0.1,132.92,178.55,1245.33,1508,0,0,0
Microsciurus alfari,3,87.49,71.6043,159.1142,18.1663,337.1816,121.5845,137.2693,2.37,176.0246,67.4136,2,0.05832902,0.02525114,161.0514,2.4785,1.8452,66.9443,10.3167,55.9309,952.2947,56.7449,285.1486,1.503,7.2,45.2465,56.7598,124.3269,214.0968,1.8453,43218.708,229795.9291,97137.79,11.09,7.22,9.16,-76.81,-84.98,-80.9,2,38.87,3,0.1,231.32,249.45,1465.02,1707.87,0,0,0
Microsciurus flaviventer,3,92,66.1374,158.2282,10.4405,418.5722,124.0395,139.63,1,235.2188,107.6334,1,0.06667739,0.0309272,286.1048,1.3611,1.2148,104.3017,14.6802,57.1959,990.1891,5090.8022,353.7272,2,5.96,58.1208,62.9726,119.0308,160.9102,1.5227,43213.062,308569.2359,1724978.55,0.93,-15.3,-7.18,-61.51,-78.76,-70.14,0,3.09,0,0.1,202.49,248.12,1456.12,1518.99,0,0,0
Microsciurus mimulus,3,120,72.2262,178.6647,11.035,333.2679,146.2278,199.4663,1,197.439,82.3395,2,0.040461208,0.019682566,139.7825,1.9297,2.0623,78.6823,21.2807,70.1864,953.3068,300.5289,272.2119,2,6.38,40.9096,76.9565,135.5366,182.4927,1.8538,43221.4174,229808.3151,121472.54,9.41,0.27,4.84,-76.3,-82.67,-79.48,2,37.26,3,0.11,274.1,246.19,1544.07,1697.14,0,0,0
Microsciurus santanderensis,3,99.79,61.6304,197.1416,16.6475,395.7936,218.8121,466.9809,2.61,176.8886,86.8347,1.66,4.7776326,1.381586352,220.6878,2.5747,1.6653,105.0381,51.9967,70.5249,2563.7825,564.1081,349.7023,2.7115,6.28,49.2923,92.6823,151.5016,188.4861,1.8211,18629.3662,229913.7526,12536.28,7.86,6.09,6.97,-72.4,-73.21,-72.81,9,64.37,9,0.09,106.36,136.27,1400.93,1558.14,0,0,0
Microtus abbreviatus,1.55,66.06,55.7622,125.6378,11,116.0338,140.335,113.5718,2.97,178.3152,21.27,1.9,3.7714655,1.03704735,22,3,3.4732,46.4225,3.37,39.2986,11444.7424,16498.5315,103.7449,6.3728,6.18,14.88,32.2221,92.9923,159.0765,4.56,9054.678,280296.6039,327.94,60.69,60.29,60.49,-172.21,-173.11,-172.66,0,0,0,-0.2345,70.8625,-17.0103,308.3545,364.8188,0,0,0
Microtus agrestis,1.83,35.87,53.9632,106.5794,11.8624,52.5,90.7606,34.0229,3.9,105.4802,20.72,1.82,0.000684,0.000761,20.26,4.65,3.5,39.6,2.09,34.172,1948.7,173.84,38.27,4.2113,7.62,13.9,8.84,81.9588,193.4329,4.5446,125.0053,183243.0849,9734297.52,71.13,38.41,54.77,130.77,-9.49,60.64,0,49.85,0,0.005,43.09,4.46,356.48,393.87,0,0,0
Microtus anatolicus,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,0
Microtus arvalis,2,26.9,51.3543,113.66,12.09,49,61,22,3.89,108.2703,21,1.76,0.000531,0.000677,25.15,4.99,6,36,1.93,33.3884,17600,131.64,28.19,3.775,7.39,17.18,9.18,75.2961,104.4663,4.4523,8.8278,183238.9092,7769079.85,63.12,38.28,50.7,100.09,-7.74,46.17,0,64.92,1,0.0098,44.24,41.41,415.16,522.76,0,0,0
Microtus bavaricus,1,248.4371,54.7368,98,9.6857,589.125,276.4778,701.6203,3,194.9768,154.3705,1,4.20151044,2.45801104,278.3094,1.1677,1.345,155.114,54.8301,77.5,2000.5995,926.3775,502.7404,1.8785,4.34,61.2492,149.0911,173.2781,29.27,1.5418,4532.0738,216274.2227,318864.7254,4.417421,-2.2553,1.3103,34.5465,25.0773,25.4452,9.22,99.7813,14.31,0.1355,116.6672,225.7828,1274.7123,1566.1887,0,0,1
Microtus brachycercus,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,0
Microtus breweri,1.44,1306.8117,53.965,126.88,12.1754,287.1976,3513.0332,29534.4583,1,184.456,21,2,13.04853862,27.18256843,54.183,4.5,3.6543,85.8301,3.49,62.2639,5993.3159,5722.8965,195.1498,2.7545,8.97,8.45,1477.7378,560.4684,61.7,3.6873,26858.241,377217.5566,1.85,41.34,41.33,41.33,-70.3,-70.33,-70.31,55,55,55,0.14,64.7906,94.9917,535.1398,923.3109,0,0,0
Microtus cabrerae,1.26,52.5,54.7077,103.759,16.5989,124.9583,67.4104,45.047,1.37,83.937,28.3134,1.66,0.031828789,0.01510752,49.4434,3.6277,2.706,44.5871,2.735,31.4142,1405.5394,212.8665,120.7985,1.065,7.11,28.6069,19.0995,79.8937,39.9457,3.4373,8.6706,216467.2384,139707.57,42.84,36.99,39.92,-0.06,-9.4,-4.73,3,66.02,7,-0.00577,50.22,129.95,478.67,949.33,0,0,0
Microtus californicus,1.53,57.42,57.9708,138.8,10,79.0569,68.2,44,3.19,105.5627,21.18,1.91,6.67E-05,6.26E-05,26.8225,4.41,5,47.6075,3.28,37.523,13127.21,80.092,23.81,3.155,7.81,17.36,18.89,88.3031,151.1435,4.3034,9.7108,216321.7865,307995.54,44.34,29.69,37.02,-115.04,-124.4,-119.72,0,103.74,1,0.08,43.86,111,343.33,1058.14,1,0,0
Microtus canicaudus,1.63,29.93,50.801,110.89,12.4227,78.3141,77.82,30.4,3.2,139.1695,22.97,2,8.43E-05,7.75E-05,26.7481,4.62,4.5018,40.0361,2.42,33.3689,11095.9774,121.635,22.67,3.4975,7.37,18,11.64,78.8103,107.339,4.4345,15.986,216438.878,8888.55,45.87,44.06,44.97,-122.3,-123.51,-122.91,6,100.38,6,0.09,106.39,97.54,483.9,688.68,0,0,0
Microtus chrotorrhinus,3,38.99,56.7908,107.5,16.3462,160.7931,81.3005,48.4586,1,160.6925,20,2,0.0325549,0.016194745,54.6828,3.58,2,49.35,2.8432,32.2548,1560.8845,77.2105,218.3675,2.7113,8,28.9832,22.0186,89.0658,179.4549,3.2599,18623.6218,308966.4804,1383651.2,54.43,35.39,44.91,-55.61,-93.53,-74.57,0,19.3,0,0.01,71.3,32.29,523.61,542.71,0,0,0
Microtus clarkei,1.17,399.8813,85.4274,215.8873,23.275,375.5777,265.4717,496.7274,2.27,107.4186,40.0958,1.35,0.07112166,0.04604097,201.8123,3.1246,1.641,67.233,55.5934,71.8173,1053.5115,603.861,300.2987,1.305,6.24,52.4357,87.9595,198.3732,350.1984,1.6339,13.0964,1646.3324,126895.15,28.21,23.01,25.61,104.06,98.47,101.26,4,100.45,12,0.08,120.22,96.93,940.43,1168.46,0,0,0
Microtus daghestanicus,1.81,3954.8123,107.8119,504.5769,20.8708,588.6467,1190.2516,3463.8995,2.27,220.2542,54.4969,1.48,3.8357346,2.4055711,335.4897,3.2759,1.31,146.638,100.3725,140.7383,180.8293,59.7434,563.0558,4.3005,5.65,67.7612,955.1937,244.9158,1988.9202,1.1153,196.776,913.6303,125293.69,44.39,39.36,41.88,47.88,42.24,45.06,11,63.48,14,0.01,44.25,35.97,559.26,732.05,0,0,0
Microtus dogramacii,1.86,91062.2142,115.4785,1496.489,6.3036,818.9097,17577.7469,66587.9972,2.15,249.3957,213.9716,1.02,7.4199155,8.7887,357.8442,1.1454,1.1274,220.7608,4866.0466,521.1893,110.9182,100.754,753.0525,8.642,3.86,126.8796,17807.0986,444.4078,4387.7186,1.1389,21789.0428,338536.7811,126379.606,6.4147,0.8742,3.0945,30.0742,19.8046,24.7617,8.07,93.1572,12.535,0.1282,130.4669,229.5897,1311.0362,1572.8719,0,0,0
Myotis rosseti,1.4,3.29,29,63.8802,12.2296,410.2686,32.6361,30.7677,1.05,135.9958,116.1559,1,0.20782902,0.47296736,287.359,1.0926,1.1007,125.2559,6.459799667,26.9255,2410.1632,2551.172,332.3994,5.1755,4.89,56.4416,10.9073,81.6833,6.5726,1.9218,33633.0026,641.9132,132994.33,15.61,11.7,13.66,104.53,99.82,102.18,5,149.49,10,0.07,141.17,262.85,1196.33,1714.53,0,0,0
Myotis ruber,1.55,4.99,40,67.8963,11.283,319.94,19.8256,10.4302,1.23,135.6469,89.0722,1,0.069265242,0.067078266,164.4365,1.4729,1.5055,77.0913,2.0477,25.7234,1401.9657,8233.1695,234.3231,1.9149,7.26,51.2104,9.6061,74.5284,9.0406,2.1837,2.2356,296075.1485,1758280.25,-16.8,-29.88,-23.34,-39.69,-59.32,-49.5,0,65.5,2,0.07,123.94,206.06,1203.77,1328.84,0,0,0
Myotis schaubi,1.41,180.6766,43,133.6073,19.3118,388.048,145.919,250.2009,1.53,100.6026,51.13,1,0.436419668,0.520185864,263.2312,2.5986,1.055,83.9468,9.7476,46.6371,2279.9405,1331.1275,340.7649,1.5616,5.87,51.5242,54.9422,116.9086,11.99,1.7701,6.3249,673.6647,241089.05,44.34,39.04,41.69,48.63,40.89,44.76,2,99.48,13,0.02,51.92,48.34,560.81,731.2,0,0,0
Myotis scotti,1.7,108214.8147,38.49,1175.6163,6.2987,808.8835,18407.2626,85382.7511,1.41,332.6345,207.7262,1,33.8349264,47.3384,314.3267,1.2218,1.265,194.9452,5166.3574,524.4716,2493.0981,2594.485,643.7928,12.9214,4.41,109.8179,15706.4751,861.2271,8.72,1.5037,42734.5617,403374.9662,58291.83,9.53,5.9,7.71,39.26,37.4,38.33,52,180.83,79,0.15,85.86,163.28,973.58,1269.25,0,0,0
Myotis septentrionalis,1.32,43.7481,56.0685,111.2477,14.831,100.3672,71.852,41.6419,2.85,107.1178,23.1611,1.86,0.03356764,0.016868315,29.5295,4.5208,2.6879,39.4423,2.7506,32.8636,1230.7518,29.8875,86.3749,1.31,6.84,25.4707,15.866,82.2252,132.2528,3.7459,8.6351,295531.6586,4944705.89,61.43,32.31,46.87,-55.16,-124.81,-89.98,0,38.73,0,0.03,64.39,51.34,569.13,627.61,0,0,0
Myotis sicarius,1.13,72.9052,51.5,106.1816,15.9298,250.4831,88.9758,76.3041,1.56,98.4794,55.0825,1,0.047501824,0.0297962,113.9214,2.474,1.9588,57.801,5.9898,37.8118,1441.4565,207.355,231.2529,1.59,5.78,42.7405,24.405,137.2586,20.09,2.3576,4527.0107,25540.6304,131274.25,28.3,26.32,27.31,91.94,84.18,88.06,3,209.12,4,0.09,156.61,96.28,897.7,1182.27,0,0,0
Myotis siligorensis,1.38,2.93,32.99,92.416,10.4046,484.2321,143.293,363.4742,1.09,209.5494,120.178,1,0.932166852,0.97008695,278.1156,0.98,1.283,161.3288,106.4901,59.6543,2897.0481,6464.504,400.511,6.4695,5.13,54.1345,92.9462,178.3342,8.5351,1.787,67245.1838,287925.353,1554491.46,32.93,2.66,17.79,119.26,76.47,97.87,0,233.71,4,0.1,149.61,182.97,1097.96,1350.39,0,0,0
Myotis simus,1.15,20.3872,37.5,79.6897,10.0113,395.5644,58.8081,43.1618,1.4,168.4474,114.7843,1,0.139820142,0.07501672,280.3373,0.98,1.07,120.6668,6.5552,31.9349,1086.6637,2118.264,354.5596,2.2656,6.47,61.3234,22.1627,78.5458,8.1,1.9535,29108.4512,295250.1363,5066834.22,2.94,-28.77,-12.91,-34.79,-78.39,-56.59,0,17.02,0,0.11,150.41,245.09,1288.89,1511.43,0,0,0
Myotis sodalis,2,7.15,38.49,47.43,8.3742,527.048,80.8271,47.5859,1,276.9215,72.7667,1,1.136593126,1.829716239,278.1529,0.99,1,240,4.53,34.4516,2798.2538,793.4695,356.56,11.2287,6.33,46.07,1732.6425,114.9536,454.7245,2.0366,13443.416,406190.9639,1567441.07,45.3,30.81,38.05,-69.71,-97.6,-83.66,1,75.89,5,0.03,86.17,125.36,800.25,876.62,1,0,0
Myotis stalkeri,1.13,23.9683,48,85.417,13.9364,409.2598,78.7757,63.5027,1.19,167.6061,101.0437,1,0.41940418,0.448758062,274.592,1.0504,1.143,90.8344,12.671,46.8332,1646.0131,5625.1652,364.0077,1.4033,4.55,76.1439,31.2421,92.6268,16.43,1.6888,24596.3464,143.2021,563.36,0.04,-5.95,-2.95,132.8,129.27,131.04,5,8.48,5,0.02,235.7817,239.8287,1668.328,1735.5696,0,0,0
Myotis thysanodes,1.61,8.49,43.39,52.39,1,520.756,56.691,26.3392,1.36,221.5367,53.55,1,3.768982854,3.349760433,277.2469,0.99,1,219.6,2.53,33.5,5316.6638,21378.5,348.259,8.1356,6.2,22.69,6.32,47,99632.4252,2.0046,13327.4867,406702.1087,3432647.4,51.86,16.46,34.16,-93.54,-124.56,-109.05,0,36.35,0,0.1,38.35,122.73,451.15,1056.14,0,0,0
Myotis tricolor,1.47,13.67,49.5,70.8072,10.7508,278.9471,27.2095,17.8189,1.09,129.9267,77.43,1,0.0898178,0.041936337,157.5159,0.99,1,85.6415,2.901243,28.0077,1643.4401,1101.7255,157.84,1.2315,5.7,41.88,14.2569,69.3913,19.4834,2.3888,2.6798,222692.9044,2644196.27,11.46,-34.83,-11.68,41.64,17.84,29.74,0,48.42,2,0.15,72.22,201.49,851.64,1403.67,0,0,0
Myotis velifer,1.22,9.82,41.99,60.0857,9.5407,361.6482,7.7,11.9,1,170.043,63.77,1,0.405521642,0.463058612,211.3209,0.99,1,135.96,3.09,27.0585,2018.2964,3500,420.91,2.1614,6.15,43,8.59,66.8568,21.837,2.0665,6.8226,295680.3891,1714121.75,40.31,13.9,27.11,-87.15,-113.7,-100.43,0,43.73,0,0.09,56.05,180.04,720.39,1255.64,0,0,0
Myotis vivesi,1.25,25.63,60.99,84.0703,10.8249,361.2246,35.75,25,1,151.1362,89.6309,1,0.12724851,0.691321255,213.9349,0.99,1.2231,120,2.82,34.99,1623.1503,273.7685,302.5822,1.2855,6.36,45.1187,12.8081,72.2422,65.1371,2.052,12.6315,216385.2055,36822.86,31.36,24.05,27.7,-110.12,-115.07,-112.6,1,8.68,1,0.1,13.39,198.81,339.23,1035.1,0,0,0
Myotis volans,1.53,8.71,37.5,72.3878,10.0835,385.0058,32.8687,20.2293,1.32,169.8595,83.878,1,0.105444256,0.502832316,189.8392,0.99,1,51,2.01,42.54,2149.1947,387.6635,243.59,4.1627,5.87,38.9014,10.3301,67.1003,34.859,2.1771,9.6729,295675.5924,4717135.24,60.8,19.12,39.96,-97.41,-137.95,-117.68,0,25.7,0,0.1,40.33,81.83,405.07,857,0,0,0
Myotis welwitschii,1.58,15.88,57.83,77.7897,10.9364,350.6213,30.835,20.3632,1.07,135.4575,94.5089,1,0.067657544,0.03816391,197.6243,1.1629,1.2977,91.626,3.157943,31.1356,1370.6673,547.5742,290.8748,1.335,5.51,50.5346,15.6251,74.6342,28.3908,2.1176,3.7164,286417.9,4449620.33,-5.38,-30.2,-17.79,40.84,12.74,26.79,1,25.56,2,0.18,85.48,217.45,884.38,1449.43,0,0,0
Myotis yanbarensis,1.56,737.934,97.0969,277.6044,23.6968,489.041,455.1805,947.305,2.38,344.2635,52.8457,1.6,0.1471304,0.09509661,304.5328,2.8026,1.2785,84.9425,42.4136,96.1995,686.997,93.1175,403.1716,2.2605,5.33,84.5013,203.8932,657.9752,405.545,1.3144,80661.9517,248583.6333,1209.87,26.87,26.07,26.47,128.32,127.63,127.98,365,365,365,0.04,141.0689,146.3736,1058.2668,1209.8885,0,0,1
Myotis yesoensis,1.52,1154.623,34,148.403,19.3219,538.7451,713.497,1136.3422,1.66,275.4253,62.2677,1,1.47057745,2.31069454,278.3354,2.5809,1.3657,122.9699,43.2646,77.6252,3239.7847,1087.87,476.271,3.879,5.64,89.6196,277.8494,598.2734,6.11,1.5873,26860.4981,168012.114,78261.37,45.52,41.39,43.45,145.82,139.77,142.79,56,73.37,73,0.01,85.74,36.48,577.09,675.68,0,0,0
Myotis yumanensis,1.54,5.15,35.05,57.2154,5,430.2945,8.5,5,1.41,197.6669,75.2868,1,0.153701365,1.043370768,208.8216,0.99,1,105.96,0.79,20.02,3194.7246,9315.0775,278.9715,7.9382,6.05,40.5135,7.4752,62.2497,27.6209,2.1618,11183.7807,406234.4985,3753876.77,54.97,19.42,37.19,-99.42,-130.48,-114.95,0,27.34,0,0.1,38.01,112.76,420.45,979.1,0,0,0
Myotomys sloggetti,1.47,106.25,67.4989,151.2394,12,142.0658,117.3096,102.8654,2.06,113.1641,38,1.82,0.0475746,0.039467877,49,1.44,4,60.447,11.4,49.3485,1768.7848,10042.48,96.01,1.31,4.92,16,27.5,109.2856,79.5979,3.1625,5.0218,215924.9398,261474.99,-27.16,-32.56,-29.86,30.32,22.31,26.31,1,23.19,1,0.11,42.83,148.44,624.43,1094.83,0,0,0
Myotomys unisulcatus,1.38,102.5,61.7583,152.84,6,138.7422,106.56,96,1,102.2135,36.57,1.76,0.068081352,0.082479383,44.5935,1.42,3.8785,62.7063,12.3,47.171,1744.4279,263.502,47.39,1.345,5,13.92,16.88,98.9947,50.9861,3.283,4.7366,216039.0974,356725.24,-28.75,-34.43,-31.59,27.55,16.58,22.07,0,30.65,0,0.09,24.74,158.41,382.74,1055.87,0,0,0
Myrmecobius fasciatus,2,511.44,139.3725,230,40.6977,575.2719,164.8,440,1,362.0179,14,2,0.24,0.35,365,3.68,1.2045,72,80.1316,124.5348,5.3,12128.3575,515.5409,1,5.71,269.23,2074.2044,269.1375,24924.519,1.1,35069.6165,75392.3866,7560.06,-32.96,-34.69,-33.82,117.45,116.63,117.04,0,0.79,0,-0.04,58.51,144.04,456.39,1024.83,0,0,1
Myrmecophaga tridactyla,2,29531.83,134.9609,1124.72,6,1038.1633,2601,30600,1,659.6412,182.74,3,4,4.29,398.2091,1,1,312,1500,384.9766,1.1,1,1227.12,1,4.69,79.96,3499.99,336.5669,26992.3587,1.0855,66339.2762,430695.2978,12447513.64,16.02,-31.45,-7.71,-36.24,-89.35,-62.79,0,16.89,0,0.11,149.93,240.94,1288.55,1515.92,0,0,0
Mysateles garridoi,1.27,605.5655,74.9633,247.4573,12.6221,428.2827,365.8261,619.755,3,158.9373,93.1263,1,0.1008143,0.4345515,185.4203,1.9884,1.9505,98.7024,32.898,81.6055,1619.0217,69.4912,326.5828,1.437,5.99,45.5675,150.1044,488.5931,338.0338,1.612,26740.5239,256142.4726,0.49,21.63,21.63,21.63,-81.59,-81.6,-81.59,32,32,32,0.06,120.2274,233.6054,1153.3548,1521.8632,0,0,0
Mysateles meridionalis,1.09,234.2027,73.612,192.5861,15.6034,138.2799,244.4598,242.1885,2.97,138.5788,34.7953,1.74,0.04106443,0.0291726,54.0066,2.8031,3.9713,61.359,12.7657,61.9043,1740.2421,38.126,109.2066,1.2,6.17,28.39,67.5958,492.308,268.0488,2.9182,26744.0752,256103.3137,2253.65,21.94,21.43,21.69,-82.54,-83.19,-82.87,32,32.49,32,0.06,95,250,994.0873,1490.4567,0,0,0
Mysateles prehensilis,1.12,315.837,78.1431,208.3642,13.17,370.8176,176.8711,305.3546,3,153.8084,76.8061,1,0.05768255,0.02524178,191.9076,2,1.7155,92.8595,15.8709,66.4475,616.5705,31.0217,283.4311,1.165,6.44,48.3061,84.3306,181.2001,377.5338,1.6114,24600.0047,216500.2686,63506.47,23.19,20.88,22.03,-77.62,-84.95,-81.28,2,108.99,11,0.02,111.22,250.62,1191.3493,1588.2529,0,0,0
Mystacina robusta,1,27.41,44.19,141.3527,9.1164,435.6961,207.2889,252.2465,4,174.3349,126.74,1,0.50663288,0.24947263,207.0494,1.4337,2,156.6216,45.8342,71.2334,1279.1724,556.949,406.5663,1.362,4.86,65.8085,67.3615,138.12,70.0838,1.7325,4533.8971,216487.7883,445260.2329,7.2086,-0.7041,2.0098,22.0669,8.0487,16.4663,3.53,84.4104,8.875,0.1217,143.5602,243.2903,1339.5641,1554.8424,0,0,1
Mystacina tuberculata,1,13.14,42.5,135.064,0,461.924,478.9116,488.1974,4,243.1979,83.9446,2,11.66758052,10.67100776,294.7921,0.99,1,145.8914,3.2,37.3856,2577.697,27324.794,404.3045,5.2826,5.53,96.6308,257.7415,167.5038,99317.9553,1.7917,11184.6554,726.4607,47521.83,-35.16,-46.79,-40.97,178.55,167.59,173.07,0,12.52,1,0.04,86.52,107.13,810.44,844.71,0,0,0
